batch_size,max_new_tokens,input_length,avg_latency_ms,std_latency_ms,avg_tokens_per_second,std_tokens_per_second
1,64,64,362.8152211507161,2.795239691727879,176.4088080328803,1.3597243302820758
1,64,128,357.1689923604329,1.2666337058272963,179.18914452506965,0.6364850685085354
1,128,64,718.3083693186442,1.6523200444664543,178.1973894732614,0.40927268543532425
1,128,128,716.3869539896647,1.6460844645938681,178.6753315033155,0.4109687657614417
2,64,64,379.39850489298504,2.778778105021572,337.3943178444111,2.483020526765935
2,64,128,376.2092590332031,0.45147066199429425,340.2366668930059,0.40832733117885317
2,128,64,750.1964569091797,5.42503820421322,341.2617276796036,2.45879706162102
2,128,128,755.0640106201172,6.9011580878522825,339.0724671618296,3.103446167061052
