batch_size,input_length,max_new_tokens,avg_latency_ms,std_latency_ms,avg_tokens_per_second,std_tokens_per_second
1,64,64,355892.9,1015.73,179.83,0.51
1,128,64,355923.33,204.07,179.81,0.1
1,64,128,711609.92,354.43,179.87,0.09
1,128,128,713443.84,2754.71,179.41,0.69
2,64,64,375485.9,410.85,340.89,0.37
2,128,64,375567.04,710.12,340.82,0.65
2,64,128,744646.07,656.04,343.79,0.3
2,128,128,746279.24,1593.76,343.04,0.73
