batch_size,max_new_tokens,input_length,avg_latency_ms,std_latency_ms,avg_tokens_per_second,std_tokens_per_second
1,64,64,356.1970392862956,1.1931026685515445,179.6778504581732,0.60209443687252
1,64,128,358.3579858144124,3.197223336604059,178.60649353293638,1.5836486863949575
1,128,64,714.88356590271,2.795851153811206,179.0528715804718,0.6993671450645099
1,128,128,711.986780166626,0.3564726928423971,179.77866394865566,0.09001380430492673
2,64,64,385.79877217610675,0.9675984410617859,331.7812662963549,0.8321318013555598
2,64,128,378.3431847890218,3.1221800615478843,338.3403204006573,2.803948999206124
2,128,64,749.136209487915,2.748852836639598,341.73152004452595,1.2571023565892632
2,128,128,754.8668384552002,9.724912833075265,339.1890276636166,4.375430798479475
