batch_size,input_length,max_new_tokens,avg_latency_ms,std_latency_ms,avg_tokens_per_second,std_tokens_per_second
1,64,64,360.75,0.77,177.41,0.38
1,128,64,355.79,0.44,179.88,0.22
1,64,128,711.6,0.25,179.88,0.06
1,128,128,711.87,0.04,179.81,0.01
2,64,64,377.93,4.58,338.73,4.14
2,128,64,379.89,1.71,336.95,1.51
2,64,128,751.53,0.77,340.64,0.35
2,128,128,750.36,2.54,341.17,1.16
